roost_site,latitude_s,longitude_e,researchers_present,collection_date,net_night,bat_species,sampleid,ORIGINAL,bartonella_E1,bartonella_E2,bartonella_E3,bartonella_E4,bartonella_E5,bartonella_Ew,bartonella_new1,bartonella_Ra1,gltA_ying,nuoG_chris,old_bart,chris_bart,sample_type,source,bartonella_precense_absence,PCR_markers_tested_bartonella,confirmed_by_sequencing,age_by_tooth,cc,tooth_type,,tag_color,tag_side,unique_tag_id,full_tag_description,recap,previous_id1,previous_id2,previous_id3,previous_id4,bat_sex,bat_age_class,young_of_year,pupmom_pair,pup_or_mom,sampleid_pupmom_pair,bat_weight_g,body_length_cm,bat_forearm_mm,bat_tibia_mm,ear_length_mm,gonad_length_mm,gonad_width_mm,check_hair_clip,check_wing_biop,bat_flies,meglastreblidae,fleas,mites,ticks,check_urine,feces_utm,throat_utm,feces_microbiome,serum_vol_ul,plasma_vol_ul,rna_protect_vol_ul,check_slides_thick,check_slides_thin,check_blood_filter,performed_tooth_extraction,toothwear,temperature_notes,additional_notes,performed_anesthesia,drugs_lidocaine,drugs_metacam_ml,drugs_la_200_ml,duration_extraction_min,anesthesia_notes,necropsy,liver_rna_later,spleen_rna_later,kidney_rna_later,brain_rna_later,liver_plain,spleen_plain,kidney_plain,brain_plain,liver_aluminum,gonads_aluminum,brain_aluminum,intestines_aluminum,teeth,tooth_type,blood_bka_quantity_ul,duplicate_id,
Maromizaha,-18.9623,48.4525,"CB, CR, AR, Bido, Mal",22-01-16,1,Rousettus madagascariensis,MIZ101,MIZ101,0,0,0,0,0,0,0,0,0,0,NA,NA,blood_pellet_A,Clifton McKee,0,"ITS, gltA, nuoG",yes,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,female,NL,NA,NA,NA,NA,50,10.2,68.7,32.78,15.23,4.84,6.02,yes,NA,8,NA,0,0,NA,0,2,2,NA,200,NA,NA,2,2,yes,no,mild,96.3 (8:35); 97.7 (8:50), Fed sugar water post-processing then released.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Maromizaha,-18.9623,48.4525,"CB, CR, AR, Bido, Mal",22-01-16,1,Rousettus madagascariensis,MIZ102,MIZ102,0,0,0,0,0,0,0,0,0,0,NA,NA,blood_pellet_A,Clifton McKee,0,"ITS, gltA, nuoG",yes,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,male,A,NA,NA,NA,NA,65,10.7,67.6,28.7,16.2,small,small,yes,2,2,NA,2,7,NA,0,2,2,NA,300,NA,NA,2,3,yes,no,mild,COLD (9:08); 98.0 (9:24), Fed sugar water post-processing then released.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Maromizaha,-18.9623,48.4525,"CB, CR, AR, Bido, Mal",22-01-16,1,Rousettus madagascariensis,MIZ103,MIZ103,0,0,0,0,0,0,0,0,1,0,NA,NA,blood_pellet_A,Clifton McKee,1,"ITS, gltA, nuoG",yes,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,female,L,NA,NA,NA,NA,60,10.3,69.43,34.43,17.6,5.14,5.82,yes,NA,23,NA,0,0,NA,0,2,2,NA,300,NA,NA,2,2,yes,no,mild,97.3 (9:00); 100.5 (9:08),Mother to MIZ103B.  Fed sugar water post-processing then released.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Maromizaha,-18.9623,48.4525,"CB, CR, AR, Bido, Mal",22-01-16,1,Rousettus madagascariensis,MIZ103B,MIZ103B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,J,NA,NA,NA,NA,15,5.6,34.55,18.7,8.4,small,small,yes,NA,0,NA,0,0,NA,0,0,0,NA,0,NA,NA,0,0,no,no,new,NA,Infant to MIZ103.  Fed sugar water post-processing then released.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Maromizaha,-18.9623,48.4525,"CB, CR, AR, Bido, Mal",22-01-16,1,Rousettus madagascariensis,MIZ104,MIZ104,0,0,0,0,0,0,0,0,0,0,NA,NA,blood_pellet_A,Clifton McKee,0,"ITS, gltA, nuoG",yes,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,female,NL,NA,NA,NA,NA,60,10.4,65.9,31.5,15.1,4.8,7.8,yes,NA,4,NA,2,8,NA,0,2,2,NA,500,NA,NA,2,2,yes,no,heavy,96.4 (9:30); 101.7 (9:42), Fed sugar water post-processing then released.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Maromizaha,-18.9623,48.4525,"CB, CR, AR, Bido, Mal",22-01-16,1,Rousettus madagascariensis,MIZ105,MIZ105,0,0,0,0,0,0,0,0,0,0,NA,NA,blood_pellet_A,Clifton McKee,0,"ITS, gltA, nuoG",yes,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,female,L,NA,NA,NA,NA,50,10.44,72.8,33.63,14.33,4.32,8.52,yes,NA,19,NA,0,0,NA,0,2,2,NA,300,NA,NA,2,2,yes,no,heavy,97 (9:23); 97.2 (9:27),Mother to MIZ107.  Fed sugar water post-processing then released.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Maromizaha,-18.9623,48.4525,"CB, CR, AR, Bido, Mal",22-01-16,1,Rousettus madagascariensis,MIZ106,MIZ106,0,0,0,0,0,0,0,0,0,0,NA,NA,blood_pellet_A,Clifton McKee,0,"ITS, gltA, nuoG",yes,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,female,NL,NA,NA,NA,NA,50,11.13,72.96,32.52,16.9,1.79,4.93,yes,NA,6,NA,0,22,NA,0,2,2,NA,200,NA,NA,2,2,yes,no,heavy,104.8 (9:54); 101.2 (10:08), Fed sugar water post-processing then released.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Maromizaha,-18.9623,48.4525,"CB, CR, AR, Bido, Mal",22-01-16,1,Rousettus madagascariensis,MIZ107,MIZ107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,male,J,NA,NA,NA,NA,20,2.11,50.46,23.64,11.22,small,small,yes,NA,5,NA,0,0,NA,0,0,2,NA,0,NA,NA,2,2,yes,no,new,NA,Infant to MIZ105.  Fed sugar water post-processing then released.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Maromizaha,-18.9623,48.4525,"CB, CR, AR, Bido, Mal",22-01-16,1,Rousettus madagascariensis,MIZ108,MIZ108,0,0,0,0,0,0,0,0,0,0,NA,NA,blood_pellet_A,Clifton McKee,0,"ITS, gltA, nuoG",yes,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,female,P,NA,NA,NA,NA,70,10.51,72.21,29.59,19.19,3.55,6.94,yes,NA,12,NA,3,12,NA,0,2,2,NA,200,NA,NA,2,2,yes,no,mild,100.5 (10:14); 103.1 (10:34),Pregnant.  Fed sugar water post-processing then released.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Maromizaha,-18.9623,48.4525,"CB, CR, AR, Bido, Mal",22-01-16,1,Rousettus madagascariensis,MIZ109,MIZ109,0,0,0,0,0,0,0,0,0,0,NA,NA,blood_pellet_A,Clifton McKee,0,"ITS, gltA, nuoG",yes,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,female,NL,NA,NA,NA,NA,60,10.32,70.74,33.02,14.6,5.36,7.48,yes,NA,2,NA,0,0,NA,0,2,2,NA,300,NA,NA,2,2,yes,no,mild,COLD (9:52); 97.7 (10:02), Fed sugar water post-processing then released.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Maromizaha,-18.9623,48.4525,"CB, CR, AR, Bido, Mal",22-01-16,1,Rousettus madagascariensis,MIZ110,MIZ110,0,0,0,0,0,0,0,0,0,0,NA,NA,blood_pellet_A,Clifton McKee,0,"ITS, gltA, nuoG",yes,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,male,A,NA,NA,NA,NA,55,10.9,74.41,38.58,15.64,7.7,9.1,yes,NA,5,NA,3,17,NA,0,2,2,NA,300,NA,NA,2,3,yes,no,mild,98.9 (10:41); 106.3 (10:56), Fed sugar water post-processing then released.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Maromizaha,-18.9623,48.4525,"CB, CR, AR, Bido, Mal",22-01-16,1,Rousettus madagascariensis,MIZ111,MIZ111,0,0,0,0,0,0,0,0,0,0,NA,NA,blood_pellet_A,Clifton McKee,0,"ITS, gltA, nuoG",yes,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,female,L,NA,NA,NA,NA,60,10.78,69.79,32.86,12.86,6.04,6.56,yes,NA,31,NA,0,21,NA,0,2,2,NA,400,NA,NA,2,2,yes,no,mild,102.9 (10:15); 100 (10:30),Mother to MIZ113.  Fed sugar water post-processing then released.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Maromizaha,-18.9623,48.4525,"CB, CR, AR, Bido, Mal",22-01-16,1,Rousettus madagascariensis,MIZ112,MIZ112,0,0,0,0,0,0,0,1,0,0,NA,NA,blood_pellet_A,Clifton McKee,1,"ITS, gltA, nuoG",yes,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,female,NL,NA,NA,NA,NA,50,10.41,69.83,33.37,17.95,2.56,6.08,yes,NA,4,NA,1,4,NA,0,2,2,NA,200,NA,NA,2,2,yes,no,moderate,102.9 (11:04); 97.6 (11:17), Fed sugar water post-processing then released.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Maromizaha,-18.9623,48.4525,"CB, CR, AR, Bido, Mal",22-01-16,1,Rousettus madagascariensis,MIZ113,MIZ113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,female,J,NA,NA,NA,NA,20,6.88,51.53,23.59,10.49,small,small,yes,NA,12,NA,0,1,NA,0,0,2,NA,0,NA,NA,2,2,yes,no,new,NA,Infant to MIZ111.  Fed sugar water post-processing then released.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Maromizaha,-18.9623,48.4525,"CB, CR, AR, Bido, Mal",22-01-16,1,Rousettus madagascariensis,MIZ114,MIZ114,0,0,0,0,0,0,0,0,0,0,NA,NA,blood_pellet_A,Clifton McKee,0,"ITS, gltA, nuoG",yes,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,male,A,NA,NA,NA,NA,70,10.2,71.41,31.75,11.65,7.48,8.67,yes,NA,27,NA,0,12,NA,0,2,2,NA,100,NA,NA,2,2,yes,no,moderate,97.3 (11:25); 101.2 (11:43), Fed sugar water post-processing then released.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Maromizaha,-18.9623,48.4525,"CB, CR, AR, Bido, Mal",22-01-16,1,Rousettus madagascariensis,MIZ115,MIZ115,0,0,0,0,0,0,0,0,0,0,NA,NA,blood_pellet_A,Clifton McKee,0,"ITS, gltA, nuoG",yes,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,female,L,NA,NA,NA,NA,40,10.84,69.52,34.43,13.18,5.64,6.7,yes,NA,28,NA,0,2,NA,0,2,2,NA,400,NA,NA,2,2,yes,no,mild,103.4 (10:51);100.7 (11:02),Mother to MIZ117.  Fed sugar water post-processing then released.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Maromizaha,-18.9623,48.4525,"CB, CR, AR, Bido, Mal",22-01-16,1,Rousettus madagascariensis,MIZ116,MIZ116,0,0,0,0,0,0,0,0,0,0,NA,NA,blood_pellet_A,Clifton McKee,0,"ITS, gltA, nuoG",yes,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,female,NL,NA,NA,NA,NA,50,9.69,72.48,33.55,14.35,2.49,6.04,yes,NA,10,NA,3,0,NA,0,2,2,NA,500,NA,NA,2,2,yes,no,moderate,97.5 (12:00); 99.6 (12:09), Fed sugar water post-processing then released.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Maromizaha,-18.9623,48.4525,"CB, CR, AR, Bido, Mal",22-01-16,1,Rousettus madagascariensis,MIZ117,MIZ117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,J,NA,NA,NA,NA,20,6.83,56.35,22.99,10.78,small,small,yes,NA,19,NA,0,0,NA,0,0,2,NA,0,NA,NA,2,2,yes,no,new,NA,Infant to MIZ115.  Fed sugar water post-processing then released.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Maromizaha,-18.9623,48.4525,"CB, CR, AR, Bido, Mal",22-01-16,1,Rousettus madagascariensis,MIZ118,MIZ118,0,0,0,0,0,0,0,0,0,0,NA,NA,blood_pellet_A,Clifton McKee,0,"ITS, gltA, nuoG",yes,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,female,NL,NA,NA,NA,NA,60,10.7,69.76,33.4,16.16,2.6,6.6,yes,NA,17,NA,1,6,NA,0,2,2,NA,500,NA,NA,2,2,yes,no,heavy,100.7 (12:42); 102.2 (12:45), Fed sugar water post-processing then released.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Maromizaha,-18.9623,48.4525,"CB, CR, AR, Bido, Mal",22-01-16,1,Rousettus madagascariensis,MIZ119,MIZ119,0,0,0,0,0,0,0,0,0,0,NA,NA,blood_pellet_A,Clifton McKee,0,"ITS, gltA, nuoG",yes,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,female,L,NA,NA,NA,NA,60,10.75,72.11,34.8,14.38,4.82,7.47,yes,NA,4,NA,0,38,NA,0,2,2,NA,300,NA,NA,2,2,yes,no,moderate,101.5 (11:22); 101.8 (11:37),Mother to MIZ121.  Fed sugar water post-processing then released.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Maromizaha,-18.9623,48.4525,"CB, CR, AR, Bido, Mal",22-01-16,1,Rousettus madagascariensis,MIZ120,MIZ120,0,0,0,0,0,0,0,0,0,0,NA,NA,blood_pellet_A,Clifton McKee,0,"ITS, gltA, nuoG",yes,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,female,L,NA,NA,NA,NA,55,10.1,70.88,30.78,16.24,2.66,7.96,yes,NA,3,NA,0,8,NA,0,2,2,NA,200,NA,NA,2,2,yes,no,mild,97.5 (12:59),Mother to MIZ122.  Fed sugar water post-processing then released.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Maromizaha,-18.9623,48.4525,"CB, CR, AR, Bido, Mal",22-01-16,1,Rousettus madagascariensis,MIZ121,MIZ121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,female,J,NA,NA,NA,NA,20,6.68,48.68,23.13,10.14,small,small,yes,NA,2,NA,0,7,NA,0,0,2,NA,0,NA,NA,0,0,no,no,new,NA,Infant to MIZ119.  Fed sugar water post-processing then released.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Maromizaha,-18.9623,48.4525,"CB, CR, AR, Bido, Mal",22-01-16,1,Rousettus madagascariensis,MIZ122,MIZ122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,female,J,NA,NA,NA,NA,20,6.64,53.19,24.71,11.42,small,small,yes,NA,8,NA,1,16,NA,0,0,2,NA,0,NA,NA,2,2,yes,no,new,NA,Infant to MIZ120. Fed sugar water post-processing then released.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Maromizaha,-18.9623,48.4525,"CB, CR, AR, Bido, Mal",22-01-16,1,Rousettus madagascariensis,MIZ123,MIZ123,0,0,0,0,0,0,0,2,0,0,NA,NA,blood_pellet_A,Clifton McKee,1,"ITS, gltA, nuoG",yes,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,female,L,NA,NA,NA,NA,40,10.02,70.02,33.22,11.75,6.66,8.61,yes,NA,10,NA,0,4,NA,0,2,2,NA,400,NA,NA,2,2,yes,no,heavy,97.5 (11:54); 100.3 (12:08),Mother to MIZ124.  Fed sugar water post-processing then released.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Maromizaha,-18.9623,48.4525,"CB, CR, AR, Bido, Mal",22-01-16,1,Rousettus madagascariensis,MIZ124,MIZ124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,male,J,NA,NA,NA,NA,35,7.17,50.75,23.26,9.37,small,small,yes,NA,4,NA,0,5,NA,0,0,2,NA,0,NA,NA,2,2,yes,no,new,NA,Infant to MIZ123.  Fed sugar water post-processing then released.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Maromizaha,-18.9623,48.4525,"CB, CR, AR, Bido, Mal",22-01-16,1,Rousettus madagascariensis,MIZ125,MIZ125,0,0,0,0,0,0,0,0,0,0,NA,NA,blood_pellet_A,Clifton McKee,0,"ITS, gltA, nuoG",yes,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,female,L,NA,NA,NA,NA,40,9.75,69.09,32.35,15.26,4.56,7.32,yes,NA,4,NA,0,0,NA,0,2,2,NA,400,NA,NA,2,2,yes,no,mild,97.7 (12:38); 101.3 (12:44),Mother to MIZ126.  Fed sugar water post-processing then released.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Maromizaha,-18.9623,48.4525,"CB, CR, AR, Bido, Mal",22-01-16,1,Rousettus madagascariensis,MIZ126,MIZ126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,male,J,NA,NA,NA,NA,20,6.46,49.07,23.62,9.17,small,small,yes,NA,1,NA,0,6,NA,0,0,2,NA,0,NA,NA,2,2,yes,no,new,NA,Infant to MIZ125.  Fed sugar water post-processing then released.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Maromizaha,-18.9623,48.4525,"CB, CR, AR, Bido, Mal",22-01-16,1,Rousettus madagascariensis,MIZ127,MIZ127,0,0,0,0,0,0,0,0,0,0,NA,NA,blood_pellet_A,Clifton McKee,0,"ITS, gltA, nuoG",yes,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,female,L,NA,NA,NA,NA,40,9.84,72.34,31.88,15.49,5.45,5.45,yes,NA,12,NA,0,14,NA,0,2,2,NA,400,NA,NA,2,2,yes,no,heavy,98 (13:03); 102.3 (13:20),Mother to MIZ128.  Fed sugar water post-processing then released.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Maromizaha,-18.9623,48.4525,"CB, CR, AR, Bido, Mal",22-01-16,1,Rousettus madagascariensis,MIZ128,MIZ128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,female,J,NA,NA,NA,NA,10,7.35,55.83,23.87,12.64,small,small,yes,NA,1,NA,0,6,NA,0,0,2,NA,0,NA,NA,2,2,yes,no,new,NA,Infant to MIZ127.  Fed sugar water post-processing then released.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Maromizaha,-18.9623,48.4525,"CB, CR, AR, Bido, Mal",22-01-16,1,Rousettus madagascariensis,MIZ129,MIZ129,0,0,0,0,0,0,0,0,0,2,NA,NA,blood_pellet_A,Clifton McKee,1,"ITS, gltA, nuoG",yes,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,female,L,NA,NA,NA,NA,45,10.86,72.39,39.85,14.68,5.32,5.75,yes,NA,15,NA,0,3,NA,0,2,2,NA,300,NA,NA,2,2,yes,no,moderate,97.1 (13:34); 100.2 (13:48),Mother to MIZ130.  Fed sugar water post-processing then released.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Maromizaha,-18.9623,48.4525,"CB, CR, AR, Bido, Mal",22-01-16,1,Rousettus madagascariensis,MIZ130,MIZ130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,male,J,NA,NA,NA,NA,25,7.27,51.09,21.99,8.63,small,small,yes,NA,7,NA,0,6,NA,0,0,2,NA,0,NA,NA,2,2,yes,no,new,NA,Infant to MIZ129.  Fed sugar water post-processing then released.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Maromizaha,-18.9623,48.4525,"CB, CR, AR, Bido, Mal",22-01-16,1,Rousettus madagascariensis,MIZ131,MIZ131,0,0,0,0,0,0,0,0,0,0,NA,NA,blood_pellet_A,Clifton McKee,0,"ITS, gltA, nuoG",yes,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,female,L,NA,NA,NA,NA,55,10.13,70.61,31.68,17.08,2.05,5.54,yes,NA,14,NA,25,21,3,0,2,2,NA,400,NA,NA,2,2,yes,no,moderate,99.5 (13:37); 102.1 (14:00),Mother to MIZ132.  Fed sugar water post-processing then released.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Maromizaha,-18.9623,48.4525,"CB, CR, AR, Bido, Mal",22-01-16,1,Rousettus madagascariensis,MIZ132,MIZ132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,male,J,NA,NA,NA,NA,20,6.94,50.67,22.24,10.71,small,small,yes,NA,0,NA,16,25,NA,0,0,2,NA,0,NA,NA,2,2,yes,no,new,NA,Infant to MIZ131.  Fed sugar water post-processing then released.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Maromizaha,-18.9623,48.4525,"CB, CR, AR, Bido, Mal",22-01-16,1,Rousettus madagascariensis,MIZ133,MIZ133,0,0,0,0,0,0,0,0,0,0,NA,NA,blood_pellet_A,Clifton McKee,0,"ITS, gltA, nuoG",yes,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,female,L,NA,NA,NA,NA,60,10.5,75.05,33.56,14.35,5.88,7.58,yes,NA,8,NA,0,8,NA,0,2,2,NA,300,NA,NA,2,2,yes,no,mild,98.6 (14:09); 100.7 (14:16),Mother to MIZ134.  Fed sugar water post-processing then released.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Maromizaha,-18.9623,48.4525,"CB, CR, AR, Bido, Mal",22-01-16,1,Rousettus madagascariensis,MIZ134,MIZ134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,female,J,NA,NA,NA,NA,25,6.85,54.35,24.98,12.48,small,small,yes,NA,3,NA,0,6,NA,0,0,2,NA,0,NA,NA,2,2,yes,no,new,NA,Infant to MIZ133.  Fed sugar water post-processing then released.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Maromizaha,-18.9623,48.4525,"CB, CR, AR, Bido, Mal",22-01-16,1,Rousettus madagascariensis,MIZ98,MIZ98,0,0,0,0,0,0,0,0,0,0,NA,NA,blood_pellet_A,Clifton McKee,0,"ITS, gltA, nuoG",yes,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,female,NL,NA,NA,NA,NA,55,12.4,70.68,24.7,14.6,4.9,7.4,yes,2,4,NA,0,9,NA,0,2,2,NA,400,NA,NA,2,2,yes,no,heavy,100.6(8:05); 102.9(8:20), Fed sugar water post-processing then released.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Maromizaha,-18.9623,48.4525,"CB, CR, AR, Bido, Mal",22-01-16,1,Rousettus madagascariensis,MIZ99,MIZ99,0,0,0,0,0,0,0,0,0,0,NA,NA,blood_pellet_A,Clifton McKee,0,"ITS, gltA, nuoG",yes,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,female,NL,NA,NA,NA,NA,44,10.58,68.73,27.49,16.46,5.76,6.05,yes,NA,12,NA,0,0,NA,0,2,2,NA,400,NA,NA,2,2,yes,no,moderate,95.6(8:13); 99.8(8:29), Fed sugar water post-processing then released.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
