"month","mean.x","sd.x","mean_Hday","mean_Hnight","mean_Temp","mean_NDVI","mean_prec","mean_tempLag","mean_precLag","roost_site","processing_date","bat_species","bat_sex","bat_age_class","bat_weight_g","body_length_cm","bat_forearm_mm","bat_tibia_mm","ear_length_mm","gonad_length_mm","gonad_width_mm","meglastreblidae","bat_flies","mass_forearm_residual","dmy","mean.y","sd.y","se_Eid","er_lci","er_uci"
1,1.72727272727273,2.42135025614574,67.8131142857143,90.6607142857143,18.5697314285714,0.638757142857143,0.29828626,14.2949114285714,0.0796579457142857,"Angavokely_Edup","2019-01-06","Eidolon dupreanum","male","A",207,19.5,129.4,66.9,28.7,"12.2","13.4",NA,0,-114.84010232733,2019-01-06,1.72727272727273,2.42135025614574,0.298047613212169,1.14309940537688,2.31144604916858
1,1.72727272727273,2.42135025614574,67.8131142857143,90.6607142857143,18.5697314285714,0.638757142857143,0.29828626,14.2949114285714,0.0796579457142857,"Angavokely_Edup","2016-01-10","Eidolon dupreanum","male","A",320,23.7,128.2,61.5,25,"16.3","23.1",NA,0,NA,2016-01-10,1.72727272727273,2.42135025614574,0.298047613212169,1.14309940537688,2.31144604916858
1,1.72727272727273,2.42135025614574,67.8131142857143,90.6607142857143,18.5697314285714,0.638757142857143,0.29828626,14.2949114285714,0.0796579457142857,"Angavokely_Edup","2019-01-07","Eidolon dupreanum","female","NL",125,11.41,131.3,58.7,28.2,"9.3","5.4",NA,1,-190.499768259571,2019-01-07,1.72727272727273,2.42135025614574,0.298047613212169,1.14309940537688,2.31144604916858
1,1.72727272727273,2.42135025614574,67.8131142857143,90.6607142857143,18.5697314285714,0.638757142857143,0.29828626,14.2949114285714,0.0796579457142857,"Angavokely_Edup","2023-01-13","Eidolon dupreanum","male","A",416,19.5,133.3,49.8,32.3,"17.1","16",0,3,75.1153707288702,2023-01-13,1.72727272727273,2.42135025614574,0.298047613212169,1.14309940537688,2.31144604916858
1,1.72727272727273,2.42135025614574,67.8131142857143,90.6607142857143,18.5697314285714,0.638757142857143,0.29828626,14.2949114285714,0.0796579457142857,"Angavokely_Edup","2016-01-10","Eidolon dupreanum","male","A",320,22.5,131.3,64.63,33.24,"17","19.49",NA,0,NA,2016-01-10,1.72727272727273,2.42135025614574,0.298047613212169,1.14309940537688,2.31144604916858
1,1.72727272727273,2.42135025614574,67.8131142857143,90.6607142857143,18.5697314285714,0.638757142857143,0.29828626,14.2949114285714,0.0796579457142857,"Angavokely_Edup","2019-01-06","Eidolon dupreanum","female","NL",155,14.2,108.3,46.6,23.7,"0","0",NA,4,-93.5551571467827,2019-01-06,1.72727272727273,2.42135025614574,0.298047613212169,1.14309940537688,2.31144604916858
1,1.72727272727273,2.42135025614574,67.8131142857143,90.6607142857143,18.5697314285714,0.638757142857143,0.29828626,14.2949114285714,0.0796579457142857,"Angavokely_Edup","2019-01-07","Eidolon dupreanum","male","A",182,14.77,128.2,62.2,22.7,"10.3","12.2",NA,1,-134.086791696525,2019-01-07,1.72727272727273,2.42135025614574,0.298047613212169,1.14309940537688,2.31144604916858
1,1.72727272727273,2.42135025614574,67.8131142857143,90.6607142857143,18.5697314285714,0.638757142857143,0.29828626,14.2949114285714,0.0796579457142857,"Angavokely_Edup","2023-01-12","Eidolon dupreanum","male","A",363,20.6,125.4,61.2,29.2,"18.7","15",0,5,60.1423631272934,2023-01-12,1.72727272727273,2.42135025614574,0.298047613212169,1.14309940537688,2.31144604916858
1,1.72727272727273,2.42135025614574,67.8131142857143,90.6607142857143,18.5697314285714,0.638757142857143,0.29828626,14.2949114285714,0.0796579457142857,"Angavokely_Edup","2016-01-10","Eidolon dupreanum","male","A",320,19.5,126,56.5,30.61,"16.4","19.3",NA,0,NA,2016-01-10,1.72727272727273,2.42135025614574,0.298047613212169,1.14309940537688,2.31144604916858
1,1.72727272727273,2.42135025614574,67.8131142857143,90.6607142857143,18.5697314285714,0.638757142857143,0.29828626,14.2949114285714,0.0796579457142857,"Angavokely_Edup","2016-01-10","Eidolon dupreanum","female","NL",270,20.5,124,62.52,33.62,"7.36","9.6",NA,0,NA,2016-01-10,1.72727272727273,2.42135025614574,0.298047613212169,1.14309940537688,2.31144604916858
1,1.72727272727273,2.42135025614574,67.8131142857143,90.6607142857143,18.5697314285714,0.638757142857143,0.29828626,14.2949114285714,0.0796579457142857,"Angavokely_Edup","2016-01-10","Eidolon dupreanum","female","NL",300,23,129.1,63.9,34.56,"5.28","8.41",NA,0,NA,2016-01-10,1.72727272727273,2.42135025614574,0.298047613212169,1.14309940537688,2.31144604916858
1,1.72727272727273,2.42135025614574,67.8131142857143,90.6607142857143,18.5697314285714,0.638757142857143,0.29828626,14.2949114285714,0.0796579457142857,"Angavokely_Edup","2019-01-07","Eidolon dupreanum","female","NL",360,12.72,137.9,73.2,27,"9.2","10.2",NA,2,24.743908420331,2019-01-07,1.72727272727273,2.42135025614574,0.298047613212169,1.14309940537688,2.31144604916858
1,1.72727272727273,2.42135025614574,67.8131142857143,90.6607142857143,18.5697314285714,0.638757142857143,0.29828626,14.2949114285714,0.0796579457142857,"Angavokely_Edup","2019-01-07","Eidolon dupreanum","male","A",340,13.14,126.8,57.8,24.6,"16.9","15.3",NA,4,30.5619669848426,2019-01-07,1.72727272727273,2.42135025614574,0.298047613212169,1.14309940537688,2.31144604916858
1,1.72727272727273,2.42135025614574,67.8131142857143,90.6607142857143,18.5697314285714,0.638757142857143,0.29828626,14.2949114285714,0.0796579457142857,"Angavokely_Edup","2016-01-10","Eidolon dupreanum","male","A",360,21.5,131.7,63.73,30.52,"16.19","20.32",NA,1,NA,2016-01-10,1.72727272727273,2.42135025614574,0.298047613212169,1.14309940537688,2.31144604916858
1,1.72727272727273,2.42135025614574,67.8131142857143,90.6607142857143,18.5697314285714,0.638757142857143,0.29828626,14.2949114285714,0.0796579457142857,"Angavokely_Edup","2019-01-07","Eidolon dupreanum","male","A",150,14.25,124.3,63,24.5,"15","14.3",NA,7,-147.735315633846,2019-01-07,1.72727272727273,2.42135025614574,0.298047613212169,1.14309940537688,2.31144604916858
1,1.72727272727273,2.42135025614574,67.8131142857143,90.6607142857143,18.5697314285714,0.638757142857143,0.29828626,14.2949114285714,0.0796579457142857,"Angavokely_Edup","2019-01-08","Eidolon dupreanum","female","NL",370,20.7,136,59,26.3,"10.26","6.4",NA,0,40.4549484740096,2019-01-08,1.72727272727273,2.42135025614574,0.298047613212169,1.14309940537688,2.31144604916858
1,1.72727272727273,2.42135025614574,67.8131142857143,90.6607142857143,18.5697314285714,0.638757142857143,0.29828626,14.2949114285714,0.0796579457142857,"Angavokely_Edup","2019-01-06","Eidolon dupreanum","male","A",185,11.09,113.8,53.9,26.7,"0","0",NA,2,-65.9707658111965,2019-01-06,1.72727272727273,2.42135025614574,0.298047613212169,1.14309940537688,2.31144604916858
1,1.72727272727273,2.42135025614574,67.8131142857143,90.6607142857143,18.5697314285714,0.638757142857143,0.29828626,14.2949114285714,0.0796579457142857,"Angavokely_Edup","2019-01-08","Eidolon dupreanum","female","J",160,18.5,109.2,35.6,22.8,"small","small",NA,0,NA,2019-01-08,1.72727272727273,2.42135025614574,0.298047613212169,1.14309940537688,2.31144604916858
1,1.72727272727273,2.42135025614574,67.8131142857143,90.6607142857143,18.5697314285714,0.638757142857143,0.29828626,14.2949114285714,0.0796579457142857,"Angavokely_Edup","2019-01-06","Eidolon dupreanum","male","A",335,15.52,125.6,59.7,24.8,"15.2","16.3",NA,1,31.2064938307022,2019-01-06,1.72727272727273,2.42135025614574,0.298047613212169,1.14309940537688,2.31144604916858
1,1.72727272727273,2.42135025614574,67.8131142857143,90.6607142857143,18.5697314285714,0.638757142857143,0.29828626,14.2949114285714,0.0796579457142857,"Angavokely_Edup","2019-01-08","Eidolon dupreanum","female","NL",350,21.4,130,63.5,33,"10","15",NA,0,38.3641602978905,2019-01-08,1.72727272727273,2.42135025614574,0.298047613212169,1.14309940537688,2.31144604916858
1,1.72727272727273,2.42135025614574,67.8131142857143,90.6607142857143,18.5697314285714,0.638757142857143,0.29828626,14.2949114285714,0.0796579457142857,"Angavokely_Edup","2019-01-06","Eidolon dupreanum","male","A",145,11.61,105.3,46,23.5,NA,NA,NA,3,-70.9488114583022,2019-01-06,1.72727272727273,2.42135025614574,0.298047613212169,1.14309940537688,2.31144604916858
1,1.72727272727273,2.42135025614574,67.8131142857143,90.6607142857143,18.5697314285714,0.638757142857143,0.29828626,14.2949114285714,0.0796579457142857,"Angavokely_Edup","2019-01-07","Eidolon dupreanum","male","A",162,14.91,124.4,62.5,20.5,"18.4","21.2",NA,0,-136.199235396648,2019-01-07,1.72727272727273,2.42135025614574,0.298047613212169,1.14309940537688,2.31144604916858
1,1.72727272727273,2.42135025614574,67.8131142857143,90.6607142857143,18.5697314285714,0.638757142857143,0.29828626,14.2949114285714,0.0796579457142857,"Angavokely_Edup","2023-01-13","Eidolon dupreanum","female","NL",325,20.3,125.7,59.5,30.7,"11.3","9.9",0,0,26.0789050131904,2023-01-13,1.72727272727273,2.42135025614574,0.298047613212169,1.14309940537688,2.31144604916858
1,1.72727272727273,2.42135025614574,67.8131142857143,90.6607142857143,18.5697314285714,0.638757142857143,0.29828626,14.2949114285714,0.0796579457142857,"Angavokely_Edup","2023-01-12","Eidolon dupreanum","male","A",187,21.6,123.1,62,27.3,"17.8","15.2",0,1,-105.195523770241,2023-01-12,1.72727272727273,2.42135025614574,0.298047613212169,1.14309940537688,2.31144604916858
1,1.72727272727273,2.42135025614574,67.8131142857143,90.6607142857143,18.5697314285714,0.638757142857143,0.29828626,14.2949114285714,0.0796579457142857,"Angavokely_Edup","2019-01-06","Eidolon dupreanum","female","NL",175,11.71,114.2,51.7,25.4,NA,NA,NA,4,-90.4317721659265,2019-01-06,1.72727272727273,2.42135025614574,0.298047613212169,1.14309940537688,2.31144604916858
1,1.72727272727273,2.42135025614574,67.8131142857143,90.6607142857143,18.5697314285714,0.638757142857143,0.29828626,14.2949114285714,0.0796579457142857,"Angavokely_Edup","2019-01-07","Eidolon dupreanum","male","A",245,13.7,130.8,62.6,25.2,"18.5","19.8",NA,1,-83.6156931452346,2019-01-07,1.72727272727273,2.42135025614574,0.298047613212169,1.14309940537688,2.31144604916858
1,1.72727272727273,2.42135025614574,67.8131142857143,90.6607142857143,18.5697314285714,0.638757142857143,0.29828626,14.2949114285714,0.0796579457142857,"Angavokely_Edup","2023-01-12","Eidolon dupreanum","male","A",359,20.8,126,60.9,29,"18","13.9",0,3,53.3305673755273,2023-01-12,1.72727272727273,2.42135025614574,0.298047613212169,1.14309940537688,2.31144604916858
1,1.72727272727273,2.42135025614574,67.8131142857143,90.6607142857143,18.5697314285714,0.638757142857143,0.29828626,14.2949114285714,0.0796579457142857,"Angavokely_Edup","2023-01-12","Eidolon dupreanum","male","A",393,21.6,134.5,66.2,23.5,"19.3","18.4",0,10,46.1490813299503,2023-01-12,1.72727272727273,2.42135025614574,0.298047613212169,1.14309940537688,2.31144604916858
1,1.72727272727273,2.42135025614574,67.8131142857143,90.6607142857143,18.5697314285714,0.638757142857143,0.29828626,14.2949114285714,0.0796579457142857,"Angavokely_Edup","2019-01-08","Eidolon dupreanum","female","NL",320,22.3,132.15,59.39,25.64,"10.4","8.59",NA,0,1.96887523696256,2019-01-08,1.72727272727273,2.42135025614574,0.298047613212169,1.14309940537688,2.31144604916858
1,1.72727272727273,2.42135025614574,67.8131142857143,90.6607142857143,18.5697314285714,0.638757142857143,0.29828626,14.2949114285714,0.0796579457142857,"Angavokely_Edup","2023-01-13","Eidolon dupreanum","male","A",385,18.8,128.3,59.9,25,"18.5","16.2",0,0,68.4356823266448,2023-01-13,1.72727272727273,2.42135025614574,0.298047613212169,1.14309940537688,2.31144604916858
1,1.72727272727273,2.42135025614574,67.8131142857143,90.6607142857143,18.5697314285714,0.638757142857143,0.29828626,14.2949114285714,0.0796579457142857,"Angavokely_Edup","2023-01-12","Eidolon dupreanum","male","A",398,21.5,131.2,61.1,27.5,"16.4","15.6",0,2,67.4358902479506,2023-01-12,1.72727272727273,2.42135025614574,0.298047613212169,1.14309940537688,2.31144604916858
1,1.72727272727273,2.42135025614574,67.8131142857143,90.6607142857143,18.5697314285714,0.638757142857143,0.29828626,14.2949114285714,0.0796579457142857,"Angavokely_Edup","2019-01-06","Eidolon dupreanum","male","A",173,20.5,129.9,55.7,29.6,"16.3","15.2",NA,0,-151.252121078002,2019-01-06,1.72727272727273,2.42135025614574,0.298047613212169,1.14309940537688,2.31144604916858
1,1.72727272727273,2.42135025614574,67.8131142857143,90.6607142857143,18.5697314285714,0.638757142857143,0.29828626,14.2949114285714,0.0796579457142857,"Angavokely_Edup","2023-01-12","Eidolon dupreanum","male","A",329,20.2,121.5,60.3,31.2,"19.1","14.7",0,4,44.1125832734681,2023-01-12,1.72727272727273,2.42135025614574,0.298047613212169,1.14309940537688,2.31144604916858
1,1.72727272727273,2.42135025614574,67.8131142857143,90.6607142857143,18.5697314285714,0.638757142857143,0.29828626,14.2949114285714,0.0796579457142857,"Angavokely_Edup","2016-01-10","Eidolon dupreanum","male","A",290,22,128.4,59.85,28.53,"13.8","15.24",NA,4,NA,2016-01-10,1.72727272727273,2.42135025614574,0.298047613212169,1.14309940537688,2.31144604916858
1,1.72727272727273,2.42135025614574,67.8131142857143,90.6607142857143,18.5697314285714,0.638757142857143,0.29828626,14.2949114285714,0.0796579457142857,"Angavokely_Edup","2019-01-06","Eidolon dupreanum","male","A",184,15.92,134.5,70.3,24,"16.9","15.8",NA,8,-162.85091867005,2019-01-06,1.72727272727273,2.42135025614574,0.298047613212169,1.14309940537688,2.31144604916858
1,1.72727272727273,2.42135025614574,67.8131142857143,90.6607142857143,18.5697314285714,0.638757142857143,0.29828626,14.2949114285714,0.0796579457142857,"Angavokely_Edup","2019-01-06","Eidolon dupreanum","female","NL",131,13.53,133.2,36.3,27.6,"8.6","9.7",NA,3,-190.16345598253,2019-01-06,1.72727272727273,2.42135025614574,0.298047613212169,1.14309940537688,2.31144604916858
1,1.72727272727273,2.42135025614574,67.8131142857143,90.6607142857143,18.5697314285714,0.638757142857143,0.29828626,14.2949114285714,0.0796579457142857,"Angavokely_Edup","2016-01-10","Eidolon dupreanum","female","NL",330,21.5,128.5,62.8,27.9,"7.46","9.02",NA,0,NA,2016-01-10,1.72727272727273,2.42135025614574,0.298047613212169,1.14309940537688,2.31144604916858
1,1.72727272727273,2.42135025614574,67.8131142857143,90.6607142857143,18.5697314285714,0.638757142857143,0.29828626,14.2949114285714,0.0796579457142857,"Angavokely_Edup","2019-01-06","Eidolon dupreanum","male","A",135,13.04,131.5,62.1,26.6,"16.8","16.5",NA,4,-197.029076564638,2019-01-06,1.72727272727273,2.42135025614574,0.298047613212169,1.14309940537688,2.31144604916858
1,1.72727272727273,2.42135025614574,67.8131142857143,90.6607142857143,18.5697314285714,0.638757142857143,0.29828626,14.2949114285714,0.0796579457142857,"Angavokely_Edup","2016-01-10","Eidolon dupreanum","female","NL",380,23,122.6,59.88,32.24,"4.5","7.59",NA,2,NA,2016-01-10,1.72727272727273,2.42135025614574,0.298047613212169,1.14309940537688,2.31144604916858
1,1.72727272727273,2.42135025614574,67.8131142857143,90.6607142857143,18.5697314285714,0.638757142857143,0.29828626,14.2949114285714,0.0796579457142857,"Angavokely_Edup","2023-01-12","Eidolon dupreanum","male","A",396,21.3,129.7,62.2,31.6,"20","14",0,1,72.7137312924472,2023-01-12,1.72727272727273,2.42135025614574,0.298047613212169,1.14309940537688,2.31144604916858
1,1.72727272727273,2.42135025614574,67.8131142857143,90.6607142857143,18.5697314285714,0.638757142857143,0.29828626,14.2949114285714,0.0796579457142857,"Angavokely_Edup","2019-01-07","Eidolon dupreanum","female","NL",315,13.45,128.8,53.8,28,"7.4","6.7",NA,0,6.92269836589855,2019-01-07,1.72727272727273,2.42135025614574,0.298047613212169,1.14309940537688,2.31144604916858
1,1.72727272727273,2.42135025614574,67.8131142857143,90.6607142857143,18.5697314285714,0.638757142857143,0.29828626,14.2949114285714,0.0796579457142857,"Angavokely_Edup","2016-01-10","Eidolon dupreanum","female","NL",320,22.7,133.8,56.47,27.6,"7.6","9.6",NA,0,NA,2016-01-10,1.72727272727273,2.42135025614574,0.298047613212169,1.14309940537688,2.31144604916858
1,1.72727272727273,2.42135025614574,67.8131142857143,90.6607142857143,18.5697314285714,0.638757142857143,0.29828626,14.2949114285714,0.0796579457142857,"Angavokely_Edup","2023-01-13","Eidolon dupreanum","male","A",405,21.4,127.7,62.9,30,"20","16.3",0,3,91.295609687862,2023-01-13,1.72727272727273,2.42135025614574,0.298047613212169,1.14309940537688,2.31144604916858
1,1.72727272727273,2.42135025614574,67.8131142857143,90.6607142857143,18.5697314285714,0.638757142857143,0.29828626,14.2949114285714,0.0796579457142857,"Angavokely_Edup","2019-01-06","Eidolon dupreanum","male","A",150,12.53,131.4,63.3,22.4,"17.7","16.1",NA,3,-181.540406293642,2019-01-06,1.72727272727273,2.42135025614574,0.298047613212169,1.14309940537688,2.31144604916858
1,1.72727272727273,2.42135025614574,67.8131142857143,90.6607142857143,18.5697314285714,0.638757142857143,0.29828626,14.2949114285714,0.0796579457142857,"Angavokely_Edup","2019-01-07","Eidolon dupreanum","male","A",165,14.69,128.7,66.5,27.4,"15","16.6",NA,7,-153.477906667909,2019-01-07,1.72727272727273,2.42135025614574,0.298047613212169,1.14309940537688,2.31144604916858
1,1.72727272727273,2.42135025614574,67.8131142857143,90.6607142857143,18.5697314285714,0.638757142857143,0.29828626,14.2949114285714,0.0796579457142857,"Angavokely_Edup","2019-01-07","Eidolon dupreanum","female","NL",165,13.06,130.2,60.1,26.5,"9.8","9.7",NA,0,-147.229693102608,2019-01-07,1.72727272727273,2.42135025614574,0.298047613212169,1.14309940537688,2.31144604916858
1,1.72727272727273,2.42135025614574,67.8131142857143,90.6607142857143,18.5697314285714,0.638757142857143,0.29828626,14.2949114285714,0.0796579457142857,"Angavokely_Edup","2016-01-10","Eidolon dupreanum","female","NL",440,22.5,133.6,63.05,30.66,"5.71","9.66",NA,0,NA,2016-01-10,1.72727272727273,2.42135025614574,0.298047613212169,1.14309940537688,2.31144604916858
1,1.72727272727273,2.42135025614574,67.8131142857143,90.6607142857143,18.5697314285714,0.638757142857143,0.29828626,14.2949114285714,0.0796579457142857,"Angavokely_Edup","2019-01-08","Eidolon dupreanum","male","A",390,21.4,122.96,56.96,27.3,"12.8","15.9",NA,0,98.4475080467298,2019-01-08,1.72727272727273,2.42135025614574,0.298047613212169,1.14309940537688,2.31144604916858
1,1.72727272727273,2.42135025614574,67.8131142857143,90.6607142857143,18.5697314285714,0.638757142857143,0.29828626,14.2949114285714,0.0796579457142857,"Angavokely_Edup","2016-01-10","Eidolon dupreanum","female","NL",312,21.5,126,58.8,31.35,"5.81","8.11",NA,0,NA,2016-01-10,1.72727272727273,2.42135025614574,0.298047613212169,1.14309940537688,2.31144604916858
1,1.72727272727273,2.42135025614574,67.8131142857143,90.6607142857143,18.5697314285714,0.638757142857143,0.29828626,14.2949114285714,0.0796579457142857,"Angavokely_Edup","2019-01-08","Eidolon dupreanum","female","NL",330,21.1,131,63,32,"18","15",NA,0,15.3927205873701,2019-01-08,1.72727272727273,2.42135025614574,0.298047613212169,1.14309940537688,2.31144604916858
1,1.72727272727273,2.42135025614574,67.8131142857143,90.6607142857143,18.5697314285714,0.638757142857143,0.29828626,14.2949114285714,0.0796579457142857,"Angavokely_Edup","2016-01-10","Eidolon dupreanum","female","NL",280,22,126.1,61.83,30.76,"7.69","10.12",NA,0,NA,2016-01-10,1.72727272727273,2.42135025614574,0.298047613212169,1.14309940537688,2.31144604916858
1,1.72727272727273,2.42135025614574,67.8131142857143,90.6607142857143,18.5697314285714,0.638757142857143,0.29828626,14.2949114285714,0.0796579457142857,"Angavokely_Edup","2019-01-08","Eidolon dupreanum","female","NL",350,22.3,128.63,55.57,32.95,"9.43","9.77",NA,0,42.4261873792082,2019-01-08,1.72727272727273,2.42135025614574,0.298047613212169,1.14309940537688,2.31144604916858
1,1.72727272727273,2.42135025614574,67.8131142857143,90.6607142857143,18.5697314285714,0.638757142857143,0.29828626,14.2949114285714,0.0796579457142857,"Angavokely_Edup","2019-01-06","Eidolon dupreanum","female","NL",168,10.66,112.6,53.7,24.2,NA,NA,NA,1,-92.8340381715024,2019-01-06,1.72727272727273,2.42135025614574,0.298047613212169,1.14309940537688,2.31144604916858
1,1.72727272727273,2.42135025614574,67.8131142857143,90.6607142857143,18.5697314285714,0.638757142857143,0.29828626,14.2949114285714,0.0796579457142857,"Angavokely_Edup","2023-01-13","Eidolon dupreanum","male","A",376,21.5,130.6,66,28,"16.5","15.6",0,0,48.3564266481952,2023-01-13,1.72727272727273,2.42135025614574,0.298047613212169,1.14309940537688,2.31144604916858
1,1.72727272727273,2.42135025614574,67.8131142857143,90.6607142857143,18.5697314285714,0.638757142857143,0.29828626,14.2949114285714,0.0796579457142857,"Angavokely_Edup","2019-01-08","Eidolon dupreanum","female","NL",335,20.9,122.98,33.8,24.5,"10.39","8.75",NA,0,44.0685568150564,2019-01-08,1.72727272727273,2.42135025614574,0.298047613212169,1.14309940537688,2.31144604916858
1,1.72727272727273,2.42135025614574,67.8131142857143,90.6607142857143,18.5697314285714,0.638757142857143,0.29828626,14.2949114285714,0.0796579457142857,"Angavokely_Edup","2019-01-08","Eidolon dupreanum","female","NL",360,21.8,126,52,30,"7","6",NA,0,60.1951505817674,2019-01-08,1.72727272727273,2.42135025614574,0.298047613212169,1.14309940537688,2.31144604916858
2,2.49253731343284,2.9729261266026,67.72265,89.7410714285714,18.6409514285714,0.674285714285714,0.381251285714286,17.0020228571429,0.192875152857143,"Angavokely_Edup","2020-02-02","Eidolon dupreanum","female","NL",340,20.5,130,64,27,"8.5","6",0,0,28.3641602978905,2020-02-02,2.49253731343284,2.9729261266026,0.256821701235788,1.98916677901069,2.99590784785498
2,2.49253731343284,2.9729261266026,67.72265,89.7410714285714,18.6409514285714,0.674285714285714,0.381251285714286,17.0020228571429,0.192875152857143,"Angavokely_Edup","2023-02-13","Eidolon dupreanum","female","NL",301,22.1,123,60.6,24.9,"8.8","7.6",0,4,10.0099618655161,2023-02-13,2.49253731343284,2.9729261266026,0.256821701235788,1.98916677901069,2.99590784785498
2,2.49253731343284,2.9729261266026,67.72265,89.7410714285714,18.6409514285714,0.674285714285714,0.381251285714286,17.0020228571429,0.192875152857143,"Angavokely_Edup","2019-02-06","Eidolon dupreanum","male","A",350,18.8,129.55,63.29,29.22,"26.35","19.93",NA,3,27.437206331421,2019-02-06,2.49253731343284,2.9729261266026,0.256821701235788,1.98916677901069,2.99590784785498
2,2.49253731343284,2.9729261266026,67.72265,89.7410714285714,18.6409514285714,0.674285714285714,0.381251285714286,17.0020228571429,0.192875152857143,"Angavokely_Edup","2018-02-16","Eidolon dupreanum","female","NL",330,20.8,133.9,64.3,29.1,"11.7","15.4",NA,0,6.74504744698038,2018-02-16,2.49253731343284,2.9729261266026,0.256821701235788,1.98916677901069,2.99590784785498
2,2.49253731343284,2.9729261266026,67.72265,89.7410714285714,18.6409514285714,0.674285714285714,0.381251285714286,17.0020228571429,0.192875152857143,"Angavokely_Edup","2022-02-25","Eidolon dupreanum","male","A",350,22,127.3,63.8,32,"24.8","17.9",0,2,38.195255549905,2022-02-25,2.49253731343284,2.9729261266026,0.256821701235788,1.98916677901069,2.99590784785498
