"","ID","SITE_ID","Precip_bf_201801","Precip_bf_201802","Precip_bf_201803","Precip_bf_201804","Precip_bf_201805","Precip_bf_201806","Precip_bf_201807","Precip_bf_201808","Precip_bf_201809","Precip_bf_201810","Precip_bf_201811","Precip_bf_201812","Precip_bf_201901","Precip_bf_201902","Precip_bf_201903","Precip_bf_201904","Precip_bf_201905","Precip_bf_201906","Precip_bf_201907","Precip_bf_201908","Precip_bf_201909","Precip_bf_201910","Precip_bf_201911","Precip_bf_201912"
"1",1,"Ambakoana",0.566076695919037,0.546336770057678,0.297797381877899,0.407185405492783,0.428636699914932,0.523368179798126,0.145770102739334,0.0183653514832258,0.144004210829735,0.0905650481581688,0.0809540078043938,0.209866091609001,0.115648724138737,0.313329219818115,0.249418750405312,0.0588121153414249,0.0285226814448833,0,0.374512732028961,0.0174135398119688,0.0159202888607979,0.309602528810501,0.235765859484673,0.208727031946182
"2",1,"Ambakoana",0.491194069385529,0.579298496246338,0.227102786302567,0.451278388500214,0.46289274096489,0.422193586826324,0.133925020694733,0.0179925821721554,0.0715408772230148,0.0324768461287022,0.0316937156021595,0.211624503135681,0.09189323335886,0.231629863381386,0.265433132648468,0.0481890365481377,0.0262836366891861,0,0.161657094955444,0.00710873352363706,0.000878181424923241,0.13234581053257,0.182118847966194,0.257630258798599
"3",1,"Ambakoana",0.622809767723083,0.59996497631073,0.414348870515823,0.482432663440704,0.472102463245392,0.512664437294006,0.15542197227478,0.0288802925497293,0.150315493345261,0.0901389718055725,0.0910986959934235,0.255305349826813,0.117695674300194,0.36773818731308,0.389732092618942,0.0557149536907673,0.0291454028338194,0,0.379830211400986,0.024943994358182,0.00765061285346746,0.235215470194817,0.223510086536407,0.209222063422203
"4",2,"AngavoBe",0.503092885017395,0.525312662124634,0.345560997724533,0.497291177511215,0.40412101149559,0.415454745292664,0.112166106700897,0.0250237230211496,0.107267618179321,0.0231487229466438,0.0317172482609749,0.170551165938377,0.0943678915500641,0.243921145796776,0.429247319698334,0.05323351547122,0.0308815483003855,0.0029872627928853,0.105781108140945,0.00893327500671148,0.00245667831040919,0.0844185426831245,0.119032837450504,0.249660357832909
"5",2,"AngavoBe",0.526330888271332,0.398653626441956,0.34460586309433,0.418010175228119,0.351012051105499,0.404431909322739,0.0732931420207024,0.026418274268508,0.121007613837719,0.0204772632569075,0.0166562087833881,0.0783277899026871,0.0769500732421875,0.252812802791595,0.465167909860611,0.0615103282034397,0.0138455014675856,0.00325049925595522,0.0823097079992294,0.00858188048005104,0.00125973322428763,0.0443672388792038,0.0974004790186882,0.217696636915207
"6",2,"AngavoBe",0.635798394680023,0.500460565090179,0.502103388309479,0.418087124824524,0.470123320817947,0.459400326013565,0.0978896096348763,0.0614635944366455,0.200781553983688,0.0538766942918301,0.0546198338270187,0.124211668968201,0.0789240449666977,0.376203179359436,0.578066527843475,0.115293808281422,0.028638880699873,0.0147204268723726,0.218270137906075,0.0291061047464609,0.00332779390737414,0.0916150957345963,0.131106466054916,0.183168262243271
"7",3,"AngavoKely",0.359434425830841,0.446408987045288,0.178588479757309,0.353160798549652,0.381334543228149,0.417758107185364,0.131197556853294,0.0164947342127562,0.0822710171341896,0.00608362955972552,0.0176573544740677,0.118193365633488,0.093131385743618,0.156486093997955,0.278980195522308,0.0597487092018127,0.0110976044088602,0,0.0388782732188702,0.00234768912196159,0.00441973144188523,0.0957559049129486,0.0847540870308876,0.255226135253906
"8",3,"AngavoKely",0.503092885017395,0.525312662124634,0.345560997724533,0.497291177511215,0.40412101149559,0.415454745292664,0.112166106700897,0.0250237230211496,0.107267618179321,0.0231487229466438,0.0317172482609749,0.170551165938377,0.0943678915500641,0.243921145796776,0.429247319698334,0.05323351547122,0.0308815483003855,0.0029872627928853,0.105781108140945,0.00893327500671148,0.00245667831040919,0.0844185426831245,0.119032837450504,0.249660357832909
"9",3,"AngavoKely",0.382408320903778,0.390372008085251,0.183080226182938,0.310840964317322,0.282015115022659,0.358958274126053,0.103483259677887,0.00887376628816128,0.0799974799156189,0.0135915875434875,0.00682874349877238,0.0420321561396122,0.0705976560711861,0.166376575827599,0.31206887960434,0.0526658222079277,0.00992323271930218,0,0.0304010454565287,0.00111477519385517,0.00209866231307387,0.0454730615019798,0.0892818495631218,0.212043300271034
"10",3,"AngavoKely",0.526330888271332,0.398653626441956,0.34460586309433,0.418010175228119,0.351012051105499,0.404431909322739,0.0732931420207024,0.026418274268508,0.121007613837719,0.0204772632569075,0.0166562087833881,0.0783277899026871,0.0769500732421875,0.252812802791595,0.465167909860611,0.0615103282034397,0.0138455014675856,0.00325049925595522,0.0823097079992294,0.00858188048005104,0.00125973322428763,0.0443672388792038,0.0974004790186882,0.217696636915207
"11",4,"Ankarana_Canyon",0.486385256052017,0.420989036560059,0.922782957553864,0.55083155632019,0.611352801322937,0.322782397270203,0.286993801593781,0.0212309584021568,0.0287654474377632,0.0280254222452641,0.0508281849324703,0.0165398940443993,0.0124777797609568,0.0872836112976074,0.634173154830933,0.111595056951046,0.0193073842674494,0.00729856733232737,0.0255514737218618,0.0224655047059059,0.0374604798853397,0.0202650297433138,0.100040078163147,0.520057439804077
"12",4,"Ankarana_Canyon",0.448185503482819,0.417457342147827,0.940428853034973,0.467410802841187,0.570747196674347,0.417671799659729,0.253842920064926,0.0109300278127193,0.0295024700462818,0.0210795700550079,0.0621860101819038,0.0129861710593104,0.0106202065944672,0.0886555165052414,0.670686721801758,0.0618083998560905,0.0128532014787197,0.00555854849517345,0.0247074384242296,0.0234140958636999,0.0318244397640228,0.0101514449343085,0.141260787844658,0.51393061876297
"13",4,"Ankarana_Canyon",0.639235019683838,0.571940422058105,1.29018783569336,0.714257717132568,0.625929713249207,0.405312448740005,0.370611846446991,0.0147635107859969,0.0258066710084677,0.0473290123045444,0.0431120321154594,0.0146580589935184,0.013950509019196,0.271622061729431,0.692647159099579,0.301918476819992,0.00430360902100801,0.00641642929986119,0.0254973452538252,0.0191126968711615,0.0290163662284613,0.0192121583968401,0.234758988022804,0.630088984966278
"14",4,"Ankarana_Canyon",0.62310928106308,0.498410522937775,1.30167508125305,0.677998065948486,0.597678005695343,0.666498780250549,0.474522292613983,0.0181976780295372,0.0507437363266945,0.0697013288736343,0.0823808312416077,0.0201680213212967,0.021027322858572,0.288831979036331,0.690243303775787,0.183027297258377,0.0102232517674565,0.0118730133399367,0.0399160943925381,0.0205629486590624,0.0309409312903881,0.0146070718765259,0.266435265541077,0.595243692398071
