"","ID","SITE_ID","NDVI_pt_201301","NDVI_pt_201302","NDVI_pt_201303","NDVI_pt_201304","NDVI_pt_201305","NDVI_pt_201306","NDVI_pt_201307","NDVI_pt_201308","NDVI_pt_201309","NDVI_pt_201310","NDVI_pt_201311","NDVI_pt_201312","NDVI_pt_201401","NDVI_pt_201402","NDVI_pt_201403","NDVI_pt_201404","NDVI_pt_201405","NDVI_pt_201406","NDVI_pt_201407","NDVI_pt_201408","NDVI_pt_201409","NDVI_pt_201410","NDVI_pt_201411","NDVI_pt_201412","NDVI_pt_201501","NDVI_pt_201502","NDVI_pt_201503","NDVI_pt_201504","NDVI_pt_201505","NDVI_pt_201506","NDVI_pt_201507","NDVI_pt_201508","NDVI_pt_201509","NDVI_pt_201510","NDVI_pt_201511","NDVI_pt_201512","NDVI_pt_201601","NDVI_pt_201602","NDVI_pt_201603","NDVI_pt_201604","NDVI_pt_201605","NDVI_pt_201606","NDVI_pt_201607","NDVI_pt_201608","NDVI_pt_201609","NDVI_pt_201610","NDVI_pt_201611","NDVI_pt_201612","NDVI_pt_201701","NDVI_pt_201702","NDVI_pt_201703","NDVI_pt_201704","NDVI_pt_201705","NDVI_pt_201706","NDVI_pt_201707","NDVI_pt_201708","NDVI_pt_201709","NDVI_pt_201710","NDVI_pt_201711","NDVI_pt_201712","NDVI_pt_201801","NDVI_pt_201802","NDVI_pt_201803","NDVI_pt_201804","NDVI_pt_201805","NDVI_pt_201806","NDVI_pt_201807","NDVI_pt_201808","NDVI_pt_201809","NDVI_pt_201810","NDVI_pt_201811","NDVI_pt_201812","NDVI_pt_201901","NDVI_pt_201902","NDVI_pt_201903","NDVI_pt_201904","NDVI_pt_201905","NDVI_pt_201906","NDVI_pt_201907","NDVI_pt_201908","NDVI_pt_201909","NDVI_pt_201910","NDVI_pt_201911","NDVI_pt_201912","NDVI_pt_202001","NDVI_pt_202002","NDVI_pt_202003"
"1",1,"Ambakoana",0.539200007915497,0.625,0.628799974918365,0.626299977302551,0.581499993801117,0.57039999961853,0.560699999332428,0.529199957847595,0.485299974679947,0.496199995279312,0.463399976491928,0.525799989700317,0.534099996089935,0.602699995040894,0.600399971008301,0.632999956607819,0.581900000572205,0.547199964523315,0.537750005722046,0.521299958229065,0.517700016498566,0.480099976062775,0.499099999666214,0.552500009536743,0.587300002574921,0.585200011730194,0.584500014781952,0.593699991703033,0.598899960517883,0.588299989700317,0.535399973392487,0.526600003242493,0.492799997329712,0.469300001859665,0.505499958992004,0.504799962043762,0.558799982070923,0.577699959278107,0.629000008106232,0.630299985408783,0.59060001373291,0.626500010490417,0.568899989128113,0.539299964904785,0.500899970531464,0.452299982309341,0.424599975347519,0.53600001335144,0.500299990177155,0.57370001077652,0.560199975967407,0.61710000038147,0.637600004673004,0.602899968624115,0.592999994754791,0.54339998960495,0.513700008392334,0.491399973630905,0.523000001907349,0.580199956893921,0.523599982261658,0.585599958896637,0.577600002288818,0.605799973011017,0.593800008296967,0.597699999809265,0.574000000953674,0.547299981117249,0.49329999089241,0.508000016212463,0.481699973344803,0.499699980020523,0.546099960803986,0.629000008106232,0.673799991607666,0.651199996471405,0.626699984073639,0.612299978733063,0.617500007152557,0.580900013446808,0.528999984264374,0.513000011444092,0.505599975585938,0.56029999256134,0.599999964237213,0.619699954986572,0.64139997959137
"2",2,"AngavoBe",0.742199957370758,0.775499999523163,0.807299971580505,0.79969996213913,0.80869996547699,0.794999957084656,0.774199962615967,0.74509996175766,0.716300010681152,0.726799964904785,0.683399975299835,0.767799973487854,0.769099950790405,0.82150000333786,0.817499995231628,0.810199975967407,0.79639995098114,0.78849995136261,0.757449984550476,0.747500002384186,0.728399991989136,0.727999985218048,0.709100008010864,0.75,0.753199994564056,0.752599954605103,0.79559999704361,0.791999995708466,0.802799999713898,0.78439998626709,0.779500007629395,0.736799955368042,0.719099998474121,0.678999960422516,0.710099995136261,0.737499952316284,0.771299958229065,0.763700008392334,0.774999976158142,0.807099997997284,0.80979996919632,0.802599966526031,0.778999984264374,0.745399951934814,0.726899981498718,0.683299958705902,0.648599982261658,0.72409999370575,0.732499957084656,0.746399998664856,0.769899964332581,0.800300002098083,0.820499956607819,0.80239999294281,0.786699950695038,0.75739997625351,0.733799993991852,0.714199960231781,0.69650000333786,0.72709995508194,0.736199975013733,0.754799962043762,0.785899996757507,0.805899977684021,0.800399959087372,0.793799996376038,0.771499991416931,0.734399974346161,0.707300007343292,0.691299974918365,0.679799973964691,0.676099956035614,0.748799979686737,0.75789999961853,0.819999992847443,0.797699987888336,0.806400001049042,0.80429995059967,0.784699976444244,0.758899986743927,0.729399979114532,0.746599972248077,0.706900000572205,0.734799981117249,0.796199977397919,0.783899962902069,0.789699971675873
"3",3,"AngavoKely",0.630100011825562,0.67249995470047,0.678399980068207,0.678099989891052,0.65939998626709,0.614799976348877,0.585099995136261,0.545499980449677,0.501299977302551,0.54009997844696,0.495299994945526,0.599999964237213,0.679899990558624,0.720200002193451,0.705599963665009,0.70550000667572,0.646899998188019,0.62279999256134,0.609200000762939,0.594199955463409,0.541499972343445,0.547299981117249,0.556299984455109,0.638999998569489,0.664499998092651,0.686899960041046,0.692799985408783,0.674799978733063,0.636599957942963,0.606599986553192,0.608699977397919,0.548500001430511,0.509999990463257,0.480799973011017,0.547399997711182,0.631399989128113,0.660299956798553,0.649699985980988,0.692399978637695,0.70279997587204,0.681699991226196,0.680399954319,0.630299985408783,0.58050000667572,0.537800014019012,0.506500005722046,0.532999992370605,0.611000001430511,0.616999983787537,0.643799960613251,0.674099981784821,0.701799988746643,0.70550000667572,0.676199972629547,0.634199976921082,0.598199963569641,0.554300010204315,0.552999973297119,0.597899973392487,0.623799979686737,0.619300007820129,0.661799967288971,0.691199958324432,0.689799964427948,0.671199977397919,0.650299966335297,0.623299956321716,0.543299973011017,0.528899967670441,0.508300006389618,0.482499986886978,0.527700006961823,0.600199997425079,0.685099959373474,0.73089998960495,0.731499969959259,0.696900010108948,0.66839998960495,0.632499992847443,0.62720000743866,0.547100007534027,0.5557000041008,0.578999996185303,0.615000009536743,0.677599966526031,0.709299981594086,0.725299954414368
"4",4,"Ankarana_Canyon",0.787699997425079,0.781300008296967,0.784799993038177,0.777399957180023,0.719999969005585,0.643700003623962,0.584899961948395,0.542800009250641,0.491399973630905,0.482299983501434,0.525099992752075,0.674099981784821,0.697499990463257,0.764499962329865,0.769299983978271,0.752099990844727,0.695199966430664,0.639299988746643,0.551299929618835,0.530999958515167,0.504000008106232,0.477799981832504,0.622599959373474,0.743699967861176,0.761799991130829,0.806400001049042,0.776600003242493,0.730599999427795,0.702699959278107,0.631699979305267,0.586099982261658,0.533999979496002,0.502399981021881,0.503399968147278,0.58789998292923,0.706200003623962,0.751500010490417,0.832199990749359,0.786099970340729,0.796700000762939,0.72819995880127,0.656499981880188,0.603899955749512,0.557999968528748,0.512499988079071,0.506200015544891,0.514999985694885,0.696900010108948,0.75189995765686,0.747099995613098,0.796599984169006,0.798399984836578,0.745000004768372,0.654399991035461,0.648099958896637,0.591499984264374,0.524399995803833,0.504700005054474,0.559499979019165,0.723699986934662,0.7810999751091,0.79339998960495,0.803999960422516,0.784500002861023,0.682299971580505,0.636299967765808,0.589100003242493,0.533500015735626,0.51230001449585,0.482899993658066,0.518400013446808,0.704800009727478,0.765500009059906,0.785299956798553,0.786099970340729,0.807199954986572,0.745000004768372,0.664699971675873,0.617799997329712,0.560400009155273,0.519199967384338,0.504199981689453,0.614499986171722,0.737399995326996,0.787599980831146,0.789099991321564,0.797199964523315
"5",5,"Ankarana_Cathedral",0.705899953842163,0.709100008010864,0.727799952030182,0.734499990940094,0.647799968719482,0.580199956893921,0.531799972057343,0.485199987888336,0.435499995946884,0.414599984884262,0.433799982070923,0.58160001039505,0.684899985790253,0.682699978351593,0.726599991321564,0.706999957561493,0.64709997177124,0.600600004196167,0.515900015830994,0.491499990224838,0.455199986696243,0.419900000095367,0.522599995136261,0.655999958515167,0.699599981307983,0.638399958610535,0.698199987411499,0.689000010490417,0.645599961280823,0.579599976539612,0.52649998664856,0.480299979448318,0.441699981689453,0.446899980306625,0.491399973630905,0.631900012493134,0.679199993610382,0.702899992465973,0.701399981975555,0.718400001525879,0.657700002193451,0.593100011348724,0.534699976444244,0.496999979019165,0.449000000953674,0.422099977731705,0.405799984931946,0.483399987220764,0.61379998922348,0.692200005054474,0.714199960231781,0.719500005245209,0.665499985218048,0.579299986362457,0.541599988937378,0.50409996509552,0.449199974536896,0.414399981498718,0.416899979114532,0.593999981880188,0.611599981784821,0.648999989032745,0.62389999628067,0.640399992465973,0.597299993038177,0.550999999046326,0.519800007343292,0.47309997677803,0.42519998550415,0.395799994468689,0.406999975442886,0.583700001239777,0.66949999332428,0.662599980831146,0.716699957847595,0.718800008296967,0.676199972629547,0.612299978733063,0.55919998884201,0.503399968147278,0.457800000905991,0.424799978733063,0.428799986839294,0.573199987411499,0.648799955844879,0.694099962711334,0.71969997882843
"6",6,"Ankarana_Chauves_Souris",0.692399978637695,0.743399977684021,0.735099971294403,0.725499987602234,0.665199995040894,0.596700012683868,0.541499972343445,0.492599993944168,0.440799981355667,0.419999986886978,0.45949998497963,0.630499958992004,0.716799974441528,0.792800009250641,0.737100005149841,0.724399983882904,0.652099967002869,0.592700004577637,0.505750000476837,0.483599990606308,0.444199979305267,0.416999995708466,0.546799957752228,0.660899996757507,0.648999989032745,0.724200010299683,0.720999956130981,0.713599979877472,0.652499973773956,0.584500014781952,0.524999976158142,0.48879998922348,0.453699976205826,0.526399970054626,0.538299977779388,0.625800013542175,0.667899966239929,0.762299954891205,0.736199975013733,0.742899954319,0.662899971008301,0.604299962520599,0.537800014019012,0.493999987840652,0.441299974918365,0.41389998793602,0.418999999761581,0.527899980545044,0.669799983501434,0.68860000371933,0.738399982452393,0.745000004768372,0.697699964046478,0.613099992275238,0.604099988937378,0.534699976444244,0.462999999523163,0.440699994564056,0.492299973964691,0.618699967861176,0.699699997901917,0.742299973964691,0.742399990558624,0.726499974727631,0.63809996843338,0.585900008678436,0.538199961185455,0.490799993276596,0.451299995183945,0.416799992322922,0.449599981307983,0.661700010299683,0.751199960708618,0.757799983024597,0.763300001621246,0.74399995803833,0.699199974536896,0.619099974632263,0.569700002670288,0.518099963665009,0.457399994134903,0.429899990558624,0.460599988698959,0.640100002288818,0.747699975967407,0.738499999046326,0.776299953460693
"7",7,"Lakato",0.767699956893921,0.778299987316132,0.822999954223633,0.809499979019165,0.827699959278107,0.819000005722046,0.800700008869171,0.773400008678436,0.731000006198883,0.732299983501434,0.717399954795837,0.768899977207184,0.797100007534027,0.787999987602234,0.799999952316284,0.803999960422516,0.80759996175766,0.799799978733063,0.755800008773804,0.762799978256226,0.738699972629547,0.708799958229065,0.717700004577637,0.735300004482269,0.780399978160858,0.789200007915497,0.826099991798401,0.805899977684021,0.779500007629395,0.797999978065491,0.783599972724915,0.773099958896637,0.742199957370758,0.704499959945679,0.702499985694885,0.711099982261658,0.788199961185455,0.742299973964691,0.81989997625351,0.815799951553345,0.811699986457825,0.802599966526031,0.783800005912781,0.760699987411499,0.722299993038177,0.686899960041046,0.641299962997437,0.734499990940094,0.734200000762939,0.727799952030182,0.749199986457825,0.794799983501434,0.823799967765808,0.807500004768372,0.809699952602386,0.778199970722198,0.748399972915649,0.732800006866455,0.726599991321564,0.759999990463257,0.745899975299835,0.750199973583221,0.780499994754791,0.806400001049042,0.814899981021881,0.811699986457825,0.797699987888336,0.757799983024597,0.720999956130981,0.709399998188019,0.701799988746643,0.69650000333786,0.70959997177124,0.773599982261658,0.80239999294281,0.823899984359741,0.814599990844727,0.793500006198883,0.798399984836578,0.768899977207184,0.738200008869171,0.714699983596802,0.693199992179871,0.703700006008148,0.746999979019165,0.780999958515167,0.796000003814697
"8",8,"Mahabo",0.601000010967255,0.702600002288818,0.679300010204315,0.609799981117249,0.547399997711182,0.49099999666214,0.441899985074997,0.393599987030029,0.363599985837936,0.398399978876114,0.384799987077713,0.380199998617172,0.535699963569641,0.69080001115799,0.670499980449677,0.598999977111816,0.540499985218048,0.493599981069565,0.426099985837936,0.40599998831749,0.377199977636337,0.357199996709824,0.344399988651276,0.335299998521805,0.597299993038177,0.682900011539459,0.719299972057343,0.66619998216629,0.581699967384338,0.549300014972687,0.50220000743866,0.459299981594086,0.43079999089241,0.411199986934662,0.437700003385544,0.485100001096725,0.638700008392334,0.611000001430511,0.669200003147125,0.67059999704361,0.56989997625351,0.493900001049042,0.437799990177155,0.399399995803833,0.363399982452393,0.35369998216629,0.359499990940094,0.424599975347519,0.566399991512299,0.635299980640411,0.637899994850159,0.586099982261658,0.508300006389618,0.454899996519089,0.423099994659424,0.378899991512299,0.349599987268448,0.328500002622604,0.347000002861023,0.379799991846085,0.526300013065338,0.592700004577637,0.574099957942963,0.566399991512299,0.500299990177155,0.446999996900558,0.411199986934662,0.375799983739853,0.334299981594086,0.317299991846085,0.315099984407425,0.358500003814697,0.521499991416931,0.596700012683868,0.650299966335297,0.602699995040894,0.522000014781952,0.484399974346161,0.430699974298477,0.384900003671646,0.352200001478195,0.334199994802475,0.348899990320206,0.379299998283386,0.511900007724762,0.613699972629547,0.601499974727631
"9",9,"Mahialambo",0.634299993515015,0.725799977779388,0.725600004196167,0.728100001811981,0.699799954891205,0.691500008106232,0.672800004482269,0.629299998283386,0.585099995136261,0.564099967479706,0.560099959373474,0.601499974727631,0.64029997587204,0.69539999961853,0.711199998855591,0.708299994468689,0.669099986553192,0.648799955844879,0.615800023078918,0.611599981784821,0.600499987602234,0.55239999294281,0.569999992847443,0.609600007534027,0.645199954509735,0.64300000667572,0.70059996843338,0.692600011825562,0.666999995708466,0.664200007915497,0.658100008964539,0.608900010585785,0.598899960517883,0.529599964618683,0.571299970149994,0.578299999237061,0.615499973297119,0.620899975299835,0.657799959182739,0.620400011539459,0.631699979305267,0.664900004863739,0.626999974250793,0.588699996471405,0.553399980068207,0.501599967479706,0.486299991607666,0.531700015068054,0.540899991989136,0.598399996757507,0.639800012111664,0.642899990081787,0.643999993801117,0.635399997234344,0.597799956798553,0.569400012493134,0.517799973487854,0.498999983072281,0.498999983072281,0.577499985694885,0.603100001811981,0.610300004482269,0.643700003623962,0.659099996089935,0.634199976921082,0.634099960327148,0.596300005912781,0.551100015640259,0.519599974155426,0.498499989509583,0.503799974918365,0.556800007820129,0.595200002193451,0.622200012207031,0.652099967002869,0.653899967670441,0.656899988651276,0.624300003051758,0.602499961853027,0.585099995136261,0.521299958229065,0.513000011444092,0.501599967479706,0.510800004005432,0.564499974250793,0.5935999751091,0.627599954605103
"10",10,"Makira",0.829299986362457,0.841099977493286,0.853599965572357,0.851099967956543,0.871899962425232,0.841799974441528,0.866699993610382,0.85889995098114,0.831499993801117,0.832300007343292,0.834699988365173,0.832699954509735,0.822299957275391,0.840699970722198,0.86710000038147,0.866199970245361,0.865199983119965,0.837799966335297,0.861400008201599,0.856700003147125,0.842299997806549,0.843199968338013,0.827499985694885,0.826900005340576,0.821699976921082,0.835900008678436,0.822299957275391,0.872699975967407,0.885599970817566,0.883499979972839,0.865799963474274,0.854399979114532,0.852999985218048,0.879499971866608,0.836899995803833,0.839800000190735,0.854099988937378,0.828399956226349,0.858999967575073,0.88510000705719,0.826099991798401,0.836399972438812,0.801899969577789,0.85809999704361,0.827899992465973,0.835799992084503,0.831200003623962,0.836899995803833,0.84309995174408,0.847899973392487,0.841299951076508,0.797399997711182,0.845299959182739,0.867599964141846,0.844799995422363,0.847399950027466,0.856099963188171,0.844899952411652,0.851499974727631,0.840999960899353,0.822499990463257,0.85479998588562,0.850399971008301,0.867399990558624,0.885800004005432,0.889799952507019,0.873199999332428,0.866999983787537,0.860399961471558,0.841799974441528,0.847899973392487,0.819999992847443,0.822200000286102,0.82559996843338,0.818899989128113,0.875099956989288,0.870399951934814,0.868599951267242,0.819199979305267,0.880400002002716,0.858299970626831,0.842700004577637,0.836699962615967,0.838799953460693,0.842099964618683,0.853100001811981,0.869699954986572
