ID,Box,Bat_species,Bat_SampleID,Ecto_type,Ecto_genus,Ecto_species,Ecto_ID,Count,Male,Female,Notes,Photo
AFA,Ziplock,Eiodolon_dupreaneum,CAT033,Mite,NA,Mite_3,CAT033_M3,2,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT032,Bat fly,Cyclopodia,Cyclopodia_dubia,CAT032_Cd,5,3,2,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT032,Mite,Meristapsis,Meristapsis_spp1,CAT032_M1,1,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT032,Mite,NA,Mite_2,CAT032_M2,1,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT032,Mite,NA,Mite_3,CAT032_M3,1,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT034,Mite,Meristapsis,Meristapsis_spp1,CAT034_M1,1,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT034,Ticks,Ornithodoros,Ornithodoros_sp1,CAT034_Or,2,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT034,Bat fly,Cyclopodia,Cyclopodia_dubia,CAT034_Cd,5,2,3,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT036,Bat fly,Cyclopodia,Cyclopodia_dubia,CAT036_Cd,1,1,0,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT023,Bat fly,Cyclopodia,Cyclopodia_dubia,CAT023_Cd,1,0,1,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT030,Ticks,Ornithodoros,Ornithodoros_sp1,CAT030_Or,4,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT020,Bat fly,Cyclopodia,Cyclopodia_dubia,CAT020_Cd,4,3,1,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT020,Mite,Meristapsis,Meristapsis_spp1,CAT020_M1,1,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT020,Ticks,Ornithodoros,Ornithodoros_sp1,CAT020_Or,29,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT011,Bat fly,Cyclopodia,Cyclopodia_dubia,CAT011_Cd,2,2,0,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT011,Mite,Meristapsis,Meristapsis_spp1,CAT011_M1,2,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT011,Mite,NA,Mite_2,CAT011_M2,1,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT011,Mite,NA,Mite_3,CAT011_M3,1,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT011,Ticks,Ornithodoros,Ornithodoros_sp1,CAT011_Or,6,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT001,Bat fly,Cyclopodia,Cyclopodia_dubia,CAT001_Cd,7,3,4,2 Cd small and yellowish,
AFA,Ziplock,Eiodolon_dupreaneum,CAT001,Ticks,Ornithodoros,Ornithodoros_sp1,CAT001_Or,15,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT001,Mite,NA,Mite_2,CAT001_M2,1,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT006,Bat fly,Cyclopodia,Cyclopodia_dubia,CAT006_Cd,6,2,4,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT006,Mite,Meristapsis,Meristapsis_spp1,CAT006_M1,13,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT006,Mite,NA,Mite_2,CAT006_M2,1,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT006,Mite,NA,Mite_3,CAT006_M3,8,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT012,Bat fly,Cyclopodia,Cyclopodia_dubia,CAT012_Cd,2,2,0,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT009,Bat fly,Cyclopodia,Cyclopodia_dubia,CAT009_Cd,4,3,1,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT009,Mite,Meristapsis,Meristapsis_spp1,CAT009_M1,12,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT009,Mite,NA,Mite_2,CAT009_M2,1,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT013,Bat fly,Cyclopodia,Cyclopodia_dubia,CAT013_Cd,8,8,0,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT013,Mite,Meristapsis,Meristapsis_spp1,CAT013_M1,3,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT013,Mite,NA,Mite_2,CAT013_M2,2,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT002,Bat fly,Cyclopodia,Cyclopodia_dubia,CAT002_Cd,2,0,2,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT002,Mite,Meristapsis,Meristapsis_spp1,CAT002_M1,3,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT002,Mite,NA,Mite_3,CAT002_M3,2,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT002,Ticks,Ornithodoros,Ornithodoros_sp1,CAT002_Or,15,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT010,Bat fly,Cyclopodia,Cyclopodia_dubia,CAT010_Cd,10,6,4,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT010,Mite,Meristapsis,Meristapsis_spp1,CAT010_M1,10,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT010,Mite,NA,Mite_2,CAT010_M2,1,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT016,Mite,Meristapsis,Meristapsis_spp1,CAT016_M1,2,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT014,Bat fly,Cyclopodia,Cyclopodia_dubia,CAT014_Cd,1,1,0,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT014,Mite,Meristapsis,Meristapsis_spp1,CAT014_M1,7,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT014,Mite,NA,Mite_2,CAT014_M2,2,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT025,Mite,Meristapsis,Meristapsis_spp1,CAT025_M2,2,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT025,Ticks,Ornithodoros,Ornithodoros_sp1,CAT025_Or,1,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT037,Bat fly,Cyclopodia,Cyclopodia_dubia,CAT037_Cd,3,2,1,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT037,Mite,Meristapsis,Meristapsis_spp1,CAT037_M1,1,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT024,Mite,Meristapsis,Meristapsis_spp1,CAT024_M1,1,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT024,Mite,NA,Mite_2,CAT024_M2,1,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT024,Ticks,Ornithodoros,Ornithodoros_sp1,CAT024_Or,1,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT029,Bat fly,Cyclopodia,Cyclopodia_dubia,CAT029_Cd,2,0,2,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT029,Mite,NA,Mite_2,CAT029_M2,1,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT029,Mite,Meristapsis,Meristapsis_spp1,CAT029_M1,9,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT017,Ticks,Ornithodoros,Ornithodoros_sp1,CAT017_Or,4,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT019,Bat fly,Cyclopodia,Cyclopodia_dubia,CAT019_Cd,2,1,1,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT019,Mite,Meristapsis,Meristapsis_spp1,CAT019_M1,2,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT019,Ticks,Ornithodoros,Ornithodoros_sp1,CAT019_Or,56,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT031,Ticks,Ornithodoros,Ornithodoros_sp1,CAT031_Or,2,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT031,Mite,NA,Mite_2,CAT031_M2,1,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT031,Mite,NA,Mite_3,CAT031_M3,1,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT031,Mite,Meristapsis,Meristapsis_spp1,CAT031_M1,3,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT028,Mite,Meristapsis,Meristapsis_spp1,CAT028_M1,10,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT035,Ticks,Ornithodoros,Ornithodoros_sp1,CAT035_Or,5,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT035,Mite,Meristapsis,Meristapsis_spp1,CAT035_M1,2,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT035,Mite,NA,Mite_2,CAT035_M2,1,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT026,Ticks,Ornithodoros,Ornithodoros_sp1,CAT026_Or,1,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT012,Mite,NA,Mite_2,CAT012_M2,2,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT012,Mite,NA,Mite_3,CAT012_M3,1,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT012,Mite,Meristapsis,Meristapsis_spp1,CAT012_M1,10,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT003,Mite,Meristapsis,Meristapsis_spp1,CAT003_M1,2,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT015,Bat fly,Cyclopodia,Cyclopodia_dubia,CAT015_Cd,9,6,3,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT015,Mite,NA,Mite_2,CAT015_M2,1,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT015,Mite,NA,Mite_3,CAT015_M3,2,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT015,Mite,Meristapsis,Meristapsis_spp1,CAT015_M1,23,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT008,Bat fly,Cyclopodia,Cyclopodia_dubia,CAT008_Cd,10,10,0,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT008,Flea,Thaumapsylla,Thaumapsylla_sp,CAT008_Th,1,1,0,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT008,Mite,NA,Mite_2,CAT008_M2,3,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT008,Ticks,Ornithodoros,Ornithodoros_sp1,CAT008_Or,3,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT007,Bat fly,Cyclopodia,Cyclopodia_dubia,CAT007_Cd,3,2,1,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT007,Mite,NA,Mite_3,CAT007_M3,1,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,CAT007,Ticks,Ornithodoros,Ornithodoros_sp1,CAT007_Or,1,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY023,NA,NA,EMPTY VIAL,WAY023,0,0,0,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY013,Mite,Meristapsis,Meristapsis_spp1,WAY013_M1,1,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY013,Mite,NA,Mite_3,WAY013_M3,1,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY013,Bat fly,Cyclopodia,Cyclopodia_dubia,WAY013_Cd,2,1,1,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY019,Flea,Thaumapsylla,Thaumapsylla_sp,WAY019_Th,1,0,1,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY019,Bat fly,Cyclopodia,Cyclopodia_dubia,WAY019_Cd,2,1,1,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY019,Mite,Meristapsis,Meristapsis_spp1,WAY019_M1,1,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY019,Mite,NA,Mite_2,WAY019_M2,1,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY019,Mite,NA,Mite_3,WAY019_M3,1,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY018,Bat fly,Cyclopodia,Cyclopodia_dubia,WAY018_CD,6,3,3,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY018,Flea,Thaumapsylla,Thaumapsylla_sp,WAY018_Th,4,1,3,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY018,Mite,Meristapsis,Meristapsis_spp1,WAY018_M1,3,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY018,Ticks,Ornithodoros,Ornithodoros_sp1,WAY018_Or,16,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY012,Bat fly,Cyclopodia,Cyclopodia_dubia,WAY012_Cd,9,6,3,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY012,Flea,Thaumapsylla,Thaumapsylla_sp,WAY012_Th,4,3,1,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY012,Mite,Meristapsis,Meristapsis_spp1,WAY012_M1,6,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY012,Ticks,Ornithodoros,Ornithodoros_sp1,WAY012_Or,2,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY024,Mite,Meristapsis,Meristapsis_spp1,WAY024_M1,2,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY024,Mite,NA,Mite_2,WAY024_M2,1,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY011,Mite,Meristapsis,Meristapsis_spp1,WAY011_M1,5,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY011,Mite,NA,Mite_2,WAY011_M2,3,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY020,Flea,Thaumapsylla,Thaumapsylla_sp,WAY020_Th,5,2,3,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY020,Bat fly,Cyclopodia,Cyclopodia_dubia,WAY020_Cd,10,5,5,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY020,Mite,Meristapsis,Meristapsis_spp1,WAY020_M1,2,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY020,Ticks,Ornithodoros,Ornithodoros_sp1,WAY020_Or,17,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY015,Mite,Meristapsis,Meristapsis_spp1,WAY015_M1,1,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY009,Bat fly,Cyclopodia,Cyclopodia_dubia,WAY009_Cd,11,9,3,WAY009?? Chek data,
AFA,Ziplock,Eiodolon_dupreaneum,WAY009,Mite,Meristapsis,Meristapsis_spp1,WAY009_M1,4,NA,NA,WAY009??,
AFA,Ziplock,Eiodolon_dupreaneum,WAY009,Ticks,Ornithodoros,Ornithodoros_sp1,WAY009_Or,2,NA,NA,WAY009??,
AFA,Ziplock,Eiodolon_dupreaneum,WAY009,Flea,Thaumapsylla,Thaumapsylla_sp,WAY009_Th,1,NA,NA,WAY009??,
AFA,Ziplock,Eiodolon_dupreaneum,WAY002,Bat fly,Cyclopodia,Cyclopodia_dubia,WAY002_Cd,5,3,2,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY002,Mite,Meristapsis,Meristapsis_spp1,WAY002_M1,3,NA,NA,likely 2M and 1F,
AFA,Ziplock,Eiodolon_dupreaneum,WAY004,Bat fly,Cyclopodia,Cyclopodia_dubia,WAY004_Cd,7,2,5,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY004,Flea,Thaumapsylla,Thaumapsylla_sp,WAY004_Th,3,1,2,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY004,Ticks,Ornithodoros,Ornithodoros_sp1,WAY004_Or,28,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY004,Mite,Meristapsis,Meristapsis_spp1,WAY004_M1,6,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY004,Mite,NA,Mite_2,WAY004_M2,3,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY004,Mite,NA,Mite_3,WAY004_M3,2,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY007,Bat fly,Cyclopodia,Cyclopodia_dubia,WAY007_Cd,5,4,1,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY007,Flea,Thaumapsylla,Thaumapsylla_sp,WAY007_Th,5,2,3,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY007,Mite,Meristapsis,Meristapsis_spp1,WAY007_M1,3,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY007,Mite,NA,Mite_2,WAY007_M2,3,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY002,Ticks,Ornithodoros,Ornithodoros_sp1,WAY002_Or,1,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY008,Bat fly,Cyclopodia,Cyclopodia_dubia,WAY008_Cd,12,9,3,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY008,Mite,Meristapsis,Meristapsis_spp1,WAY008_M1,4,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY008,Mite,NA,Mite_2,WAY008_M2,1,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY008,Ticks,Ornithodoros,Ornithodoros_sp1,WAY008_Or,12,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY022,Bat fly,Cyclopodia,Cyclopodia_dubia,WAY022_Cd,12,10,2,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY022,Mite,Meristapsis,Meristapsis_spp1,WAY022_M1,3,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY022,Mite,NA,Mite_3,WAY022_M3,2,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY022,Ticks,Ornithodoros,Ornithodoros_sp1,WAY022_Or,3,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY005,Bat fly,Cyclopodia,Cyclopodia_dubia,WAY005_Cd,1,1,0,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY005,Mite,Meristapsis,Meristapsis_spp1,WAY005_M1,3,NA,NA,May be the little one is Male,
AFA,Ziplock,Eiodolon_dupreaneum,WAY014,Bat fly,Cyclopodia,Cyclopodia_dubia,WAY014_Cd,6,5,1,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY014,Flea,Thaumapsylla,Thaumapsylla_sp,WAY014_Th,3,3,0,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY014,Mite,NA,Mite_2,WAY014_M2,1,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY014,Mite,NA,Mite_3,WAY014_M3,2,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY014,Ticks,Ornithodoros,Ornithodoros_sp1,WAY014_Or,53,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY001,Bat fly,Cyclopodia,Cyclopodia_dubia,WAY001_Cd,12,8,4,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY001,Flea,Thaumapsylla,Thaumapsylla_sp,WAY001_Th,2,1,1,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY001,Mite,Meristapsis,Meristapsis_spp1,WAY001_M1,6,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY001,Mite,NA,Mite_2,WAY001_M2,2,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY001,Mite,NA,Mite_3,WAY001_M3,1,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY001,Ticks,Ornithodoros,Ornithodoros_sp1,WAY001_Or,22,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY010,Bat fly,Cyclopodia,Cyclopodia_dubia,WAY010_Cd,10,7,3,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY010,Flea,Thaumapsylla,Thaumapsylla_sp,WAY010_Th,2,1,1,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY010,Mite,NA,Mite_2,WAY010_M2,1,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY010,Ticks,Ornithodoros,Ornithodoros_sp1,WAY010_Or,14,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY017,Bat fly,Cyclopodia,Cyclopodia_dubia,WAY017_Cd,7,5,2,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY017,Flea,Thaumapsylla,Thaumapsylla_sp,WAY017_Th,1,0,1,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY017,Mite,Meristapsis,Meristapsis_spp1,WAY017_M1,15,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY017,Mite,NA,Mite_2,WAY017_M2,6,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY017,Mite,NA,Mite_3,WAY017_M3,2,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY021,Bat fly,Cyclopodia,Cyclopodia_dubia,WAY021_Cd,7,5,2,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY021,Flea,Thaumapsylla,Thaumapsylla_sp,WAY021_Th,1,0,1,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY021,Mite,Meristapsis,Meristapsis_spp1,WAY021_M1,4,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY021,Mite,NA,Mite_2,WAY021_M2,4,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY021,Ticks,Ornithodoros,Ornithodoros_sp1,WAY021_Or,9,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY003,Bat fly,Cyclopodia,Cyclopodia_dubia,WAY003_Cd,4,2,2,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY003,Flea,Thaumapsylla,Thaumapsylla_sp,WAY003_Th,4,3,1,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY003,Mite,Meristapsis,Meristapsis_spp1,WAY003_M1,1,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY003,Mite,NA,Mite_2,WAY003_M2,4,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY003,Ticks,Ornithodoros,Ornithodoros_sp1,WAY003_Or,4,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY006,Bat fly,Cyclopodia,Cyclopodia_dubia,WAY006_Cd,10,8,2,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY006,Flea,Thaumapsylla,Thaumapsylla_sp,WAY006_Th,9,4,5,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY006,Mite,NA,Mite_2,WAY006_M2,2,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY006,Mite,NA,Mite_3,WAY006_M3,2,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY006,Mite,Meristapsis,Meristapsis_spp1,WAY006_M1,15,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY006,Ticks,Ornithodoros,Ornithodoros_sp1,WAY006_Or,10,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY030,Bat fly,Cyclopodia,Cyclopodia_dubia,WAY030_Cd,1,1,0,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY030,Mite,Meristapsis,Meristapsis_spp1,WAY030_M1,9,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY030,Mite,NA,Mite_3,WAY030_M3,1,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY030,Ticks,Ornithodoros,Ornithodoros_sp1,WAY030_Or,43,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY031,Bat fly,Cyclopodia,Cyclopodia_dubia,WAY031_Cd,8,5,3,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY031,Mite,Meristapsis,Meristapsis_spp1,WAY031_M1,6,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY031,Ticks,Ornithodoros,Ornithodoros_sp1,WAY031_Or,8,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY039,Ticks,Ornithodoros,Ornithodoros_sp1,WAY039_Or,27,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY039,Bat fly,Cyclopodia,Cyclopodia_dubia,WAY039_Cd,2,2,0,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY039,Mite,NA,Mite_2,WAY039_M2,3,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY059,Bat fly,Cyclopodia,Cyclopodia_dubia,WAY059_Cd,4,3,1,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY059,Ticks,Ornithodoros,Ornithodoros_sp1,WAY059_Or,4,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY059,Mite,Meristapsis,Meristapsis_spp1,WAY059_M1,1,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY059,Mite,NA,Mite_2,WAY059_M2,3,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY059,Mite,NA,Mite_3,WAY059_M3,1,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY059,Flea,Thaumapsylla,Thaumapsylla_sp,WAY059_Th,2,1,1,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY066,Bat fly,Cyclopodia,Cyclopodia_dubia,WAY066_Cd,2,1,1,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY066,Mite,NA,Mite_2,WAY066_M2,1,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY066,Mite,NA,Mite_3,WAY066_M3,2,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY069,Bat fly,Cyclopodia,Cyclopodia_dubia,WAY069_Cd,5,3,2,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY069,Mite,NA,Mite_2,WAY069_M2,1,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY067,Bat fly,Cyclopodia,Cyclopodia_dubia,WAY067_Cd,10,7,3,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY067,Mite,Meristapsis,Meristapsis_spp1,WAY067_M1,2,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY067,Ticks,Ornithodoros,Ornithodoros_sp1,WAY067_Or,26,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY058,Bat fly,Cyclopodia,Cyclopodia_dubia,WAY058_Cd,2,1,1,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY058,Mite,Meristapsis,Meristapsis_spp1,WAY058_M1,4,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY058,Mite,NA,Mite_2,WAY058_M2,1,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY058,Ticks,Ornithodoros,Ornithodoros_sp1,WAY058_Or,34,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY060,Mite,Meristapsis,Meristapsis_spp1,WAY060_M1,5,2,1,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY060,Mite,NA,Mite_2,WAY060_M2,4,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY060,Ticks,Ornithodoros,Ornithodoros_sp1,WAY060_Or,5,NA,NA,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY079,Bat fly,Cyclopodia,Cyclopodia_dubia,WAY079_Cd,1,1,0,,
AFA,Ziplock,Eiodolon_dupreaneum,WAY079,Ticks,Ornithodoros,Ornithodoros_sp1,WAY079_Or,4,NA,NA,,
