ID,Box,Bat_species,Bat_SampleID,Ecto_type,Ecto_genus,Ecto_species,Ecto_ID,Count,Male,Female,Notes,Photo
AFA,Ziplock,Eiodolon_dupreaneum,WAY027,Flea,Thaumapsylla,Thaumapsylla_sp,WAY027_Th,6,2,4,Not scratch pened,
AFA,Ziplock,Eiodolon_dupreaneum,WAY027,Ticks,Ornithodoros,Ornithodoros_sp1,WAY027_Or,7,NA,NA,Not scratch pened,
AFA,Ziplock,Eiodolon_dupreaneum,WAY027,Mite,NA,Mite_2,WAY027_M2,4,NA,NA,Not scratch pened,
AFA,Ziplock,Eiodolon_dupreaneum,WAY027,Mite,Meristapsis,Meristapsis_spp1,WAY027_M1,5,2,3,Not scratch pened,
AFA,Ziplock,Eiodolon_dupreaneum,WAY048,Bat fly,Cyclopodia,Cyclopodia_dubia,WAY048_Cd,1,0,1,Not scratch pened,
AFA,Ziplock,Eiodolon_dupreaneum,WAY048,Mite,Meristapsis,Meristapsis_spp1,WAY048_M1,5,2,3,Not scratch pened,
AFA,Ziplock,Eiodolon_dupreaneum,WAY048,Mite,NA,Mite_2,WAY048_M2,6,NA,NA,Not scratch pened,
AFA,Ziplock,Eiodolon_dupreaneum,WAY048,Ticks,Ornithodoros,Ornithodoros_sp1,WAY048_Or,2,NA,NA,Not scratch pened,
AFA,Ziplock,Eiodolon_dupreaneum,WAY032,Ticks,Ornithodoros,Ornithodoros_sp1,WAY032_Or,26,NA,NA,Not scratch pened,
AFA,Ziplock,Eiodolon_dupreaneum,WAY032,Bat fly,Cyclopodia,Cyclopodia_dubia,WAY032_Cd,3,1,2,Not scratch pened,
